Absorption wavelength (nm), Intensity
354.82,0.1069
244.58,0.0507
342.62,0.5154
244.14,0.0023
337.78,0.0452
256.63,0.0995
418.93,0.0045
366.78,0.0071
376.69,0.0506
314.57,0.0797
333.71,0.2662
351.51,0.1565
303.81,0.0167
307.59,0.2161
293.63,0.4823
261.9,0.2452
297.98,0.0721
290.95,0.0002
409.38,0.1157
271.84,0.0457
322.41,0.0931
288.69,1.0425
262.14,0.3007
328.73,0.0003
312.4,0.029
297.98,0.052
310.09,0.177
313.61,0.0061
357.23,0.086
254.53,0.0349
274.85,0.0024
416.39,0.0162
288.15,0.0055
357.44,0.2323
340.5,0.1509
259.01,0.0796
269.04,0.0561
316.6,0.0229
388.25,0.0109
335.03,0.0038
289.24,0.0002
347.41,0.1137
253.8,0.2622
335.51,0.0485
389.13,0.0002
317.34,0.0017
300,0.2846
248.41,0.0204
330.64,0
331.89,0.0055
266.32,0
273.03,0.0165
286.67,0.005
389.53,0.1304
357.81,0.0242
286.85,0.0027
310.34,0.0054
394.18,0.0003
322.85,0.0114
369.26,0.0207
249.84,0.051
350.63,0.0422
259.66,0.0023
329.4,0.0076
347.15,0.5136
357.95,0.0034
321.38,0.001
330.62,0.1024
234.45,0.0015
250.01,0.0029
314.99,0.0691
275.15,0.1135
341.79,0.166
280.56,0.045
253.69,0.0137
268.14,0.0898
291.94,0.0001
248.61,0.0265
340.47,0.0367
281.51,0.2876
323.91,0.0589
249.75,0.0169
317.73,0.0051
320.04,0.0135
289.24,0.0002
336,0.0004
323.8,0.0532
346.55,0.0987
275.22,0.0045
409.08,0.0139
358.7,0.0801
297.59,0.0061
452.25,0.0214
324.15,0.0366
325.27,0.1366
337.13,0.0402
349.2,0.0042
349.72,0.1377
260.37,0.0204
288.94,0.0117
283.09,0.1628
305.21,0.0019
365.8,0.0886
279.06,0.009
263.13,0.0242
274.46,0.0164
343.04,0.1623
431.07,0.0215
396.91,0.0265
335.2,0.2665
324.46,0.8407
275.13,0.1149
272.85,0.0208
272.09,0.0456
295.41,0.2541
374.02,0.3605
288.47,0.0991
363.1,0.0001
320.26,0.0032
289.96,0.1051
402.64,0.3292
275.68,0.0143
347.47,0.1406
318.14,0.0004
264.76,0.0266
261.77,0.0035
244.87,0.0214
261.68,0.0797
342.26,0.1252
344.71,0.139
275.77,0.0188
263.79,0.0148
334.08,0.2363
328.31,0.0002
317.22,0.2937
261.35,0.0036
262.47,0.027
331.62,0.0205
351.29,0.2296
332.48,0.0216
341.07,0.0001
379.24,0.0054
342.97,0.3389
333.15,0.2214
331.56,0.0007
271.38,0.0458
269.15,0.2903
347.97,0.0155
444.48,0.001
286.57,0.0954
243.04,0.0044
297.69,0.15
357.14,0.0105
345.93,0.0002
357.66,0.0055
278.66,0.0243
294.25,0.5175
260.17,0.0287
347.04,0.0609
226.21,0.001
283.66,0.1758
265.67,0.0081
312.96,0.1289
362.39,0.1216
401.21,0.0434
330.98,0.2851
301.77,0.1697
262.68,0.0416
328.22,0.3953
331.55,0.0007
383.82,0.1012
300.87,0.1164
255.24,0.0154
328.1,0.0003
466.36,0.059
276.42,0.0027
264.36,0.1022
349.34,0.0008
278.39,0
312.14,0.0691
241.57,0.0152
299.89,0.0693
345.38,0.3332
388.47,0.0072
443.98,0.0028
369.36,0.957
260.72,0.0164
327.63,0.12
263.58,0.0132
288.36,0.0003
272.89,0.0235
322,0.2477
278.83,0.0102
262.6,0.0351
337.5,0.0893
225.08,0.0012
437.87,0.0218
290.52,0.0036
295.47,0.111
326.9,0.2463
380.08,0.25
280.86,0.1857
245.46,0.0304
305.23,0.2107
323.53,0.0001
344.96,0.0053
378.02,0.0092
396.08,0.0002
282.33,0.0062
364.94,0.1348
350.39,0.149
316.12,0.173
384.29,0.0001
297.03,0.0004
334.12,0.0019
415.95,0.0237
291.93,0.0001
395.58,0.0012
345.14,0.1632
371.05,0.0072
246.53,0.0375
295.2,0.0025
252.91,0.0778
454.96,0.0528
259.29,0.0057
249.35,0.0182
272.57,0.0023
354.54,0.1147
328.86,0.2313
267.92,0.0029
332.56,0.0964
306.55,0.0095
372.25,0.0034
278.13,0.0072
296.05,0.0973
322.35,0.123
363.56,0.1093
273.12,0.0006
308.17,0.1097
277.18,0.0357
340.41,0.0708
253.6,0.0845
307.26,0.1862
329.88,0
265.25,0.0105
342.65,0.0661
349.05,0.0117
396.33,0.0011
339.26,0.0021
312.4,0.0046
326.92,0.2588
343.31,0.1118
248.21,0.0231
343.6,0.0004
389.72,0.0111
332.74,0.0995
279.47,0.025
304.43,0.1023
321.84,0.2468
251.12,0.0008
279.1,0.0002
366.36,0.0324
320.83,0.0001
286.1,0.0002
328.33,0.0001
361.5,0.0815
301.72,0.0054
367.11,0.1017
251.85,0.021
328.53,0.126
297.64,0.0679
355.45,0.2269
282.31,0.2344
241.33,0.0053
276.41,0.0114
296.85,0.001
274.04,0.0146
276.26,0.0773
370.07,0.0503
287.6,0.0249
338.48,0.1842
267.59,0.0021
326.28,0.2428
353.53,0.1373
318,0.1851
273.66,0.0033
301.61,0.008
313.62,0.1619
277.55,0.0082
278.26,0.0294
358.16,0.1774
308.77,0.0074
293.12,0.2299
246.91,0.0217
467.54,0.0834
449.72,0.2889
348.03,0.1931
287.83,0.0002
269.59,0.035
280.84,0.0018
311.58,0.0288
300.89,0.0024
307.54,0.0307
327.89,0.0017
260.55,0.0988
290.38,0.0032
309.93,0.176
271.43,0.0032
288.03,0.0124
287.7,0.0002
250,0.0184
284.03,0.0761
305.96,0.2434
272.89,0.0129
287.75,0.0005
273.3,0.0069
276.62,0.0497
269.1,0.001
353.69,0.2808
280.73,0.0343
302.95,0.0334
256.32,0.0809
292.12,0.1843
287.75,0.0002
283.27,0.0392
308.15,0.0269
402.25,0.1058
275.51,0.0453
273.74,0.053
288.47,0.0003
411.56,0.0262
394.41,0.0031
277.01,0.0275
285.42,0.0015
255.04,0.0775
316.36,0.0321
308.75,0.0057
237.96,0.0088
248.72,0.0462
254.42,0.5004
267.5,0.0017
340.05,0.0084
304.34,0.1395
254.3,0.0293
222.46,0.0036
333.51,0.1395
360.07,0.468
286.56,0.0435
267.88,0.0189
263.58,0.002
344.86,0.0117
271.27,0.0055
251,0.0031
323.84,0.0103
308.22,0.1068
402.57,0.0001
323.79,0.0035
358.92,0.2515
305.98,0.0023
257.19,0.0465
323.43,0.4125
276.35,0.0021
363.82,0.2724
297.23,0.227
246.29,0.0209
335.05,0.0001
274.81,0.0271
325.83,0.0287
357.51,0.1044
233.28,0.0016
274.26,0.0279
281.46,0.0006
279.61,0.1419
439.36,0.1077
312.59,0.1538
265.2,0.0012
263.83,0.0046
287.09,0.0002
297.15,0.4625
318.25,0.1855
346.73,0.3645
349.87,0.0221
290.65,0.1053
289.47,0.0239
381.44,0.0041
257.26,0.005
261.93,0.0917
322.13,0.2528
350.76,0.1308
271.93,0.011
262.9,0.0819
308.64,0.0473
277.09,0.0761
277.64,0.0076
255.35,0.0188
275.41,0.0184
287.12,0.0002
290.97,0.1305
231.34,0.0018
274.41,0.0169
289.06,0.0701
294.2,0.0006
244.31,0.0191
330.86,0.0911
288.74,0.1666
272.33,0.0365
324.51,0.4428
363.92,0.0514
264.29,0.1746
268.67,0.0113
288.95,0.5041
400.15,0.0001
259.84,0.0314
266.99,0.0085
308.56,0.0057
313.09,0.1236
328.81,0.001
361.53,0.0023
288.42,0.0863
375.9,0.0005
331.52,0.0265
324.94,0.3407
291.56,0.0038
279.63,0.0006
293.96,0.2321
251.68,0.019
265.21,0.0283
293.76,0.0032
274.85,0.0092
375.23,0.0885
299.1,0.0027
280.65,0.0272
255.78,0.0226
354.37,0.1955
339.86,0.0914
289.15,0.0972
247.03,0.0199
250.65,0.0438
323.3,0.0234
294.9,0.0213
410.86,0.0106
272.86,0.0006
293.77,0.0031
247.68,0.002
254.99,0.0429
268.85,0.0381
256.63,0.0241
286.89,0.0974
394.57,0.0047
281.47,0.0507
330.23,0
370.55,0.1536
345.77,0.2012
314.01,0.1493
266.82,0.0143
276.23,0.0268
355.44,0.115
285.35,0.1774
402.13,0.0002
354.16,0.1365
301.57,0.5529
352.61,0.1901
397.24,0.001
265.53,0.0022
327.01,0.0004
293.11,0.2905
354.93,0.2244
322.82,0
313.79,0.0003
234.41,0.0021
400.94,0.0005
326.09,0.0792
245.24,0.022
305.91,0.1722
327.67,0.0267
395.76,0.0011
257.88,0.0088
342.8,0.009
261.93,0.0273
383.95,0.0001
329.55,0.0071
362.02,0.2474
397.92,0.0013
304.24,0.0765
265.98,0.1218
234.41,0.0021
373.74,0.1076
329.4,0.0135
323.9,0.1742
311.27,0.1314
331.34,0.0124
215.59,0.0032
373.37,0.0001
348.66,0.033
201.43,0.0013
370.69,0.0001
307.36,0.0031
307.11,0.0456
253.19,0.0402
280.04,0.0103
285.28,0.0052
337.18,0.1274
253.11,0.0132
335.48,0.0246
313.8,0.0057
266.96,0.0485
230.42,0.0026
352.96,0.1665
241.94,0.014
258.96,0.0806
249.57,0.0278
273.38,0.1833
264.22,0.5737
237.28,0.0019
354.95,0.0003
324.55,0.1151
341.83,0.0433
248.1,0.0039
260.47,0.0863
290.38,0.0032
293.73,0.009
356.72,0.0824
289.11,0.0002
226.63,0.0021
325.27,0.4348
382.27,0.0001
353.34,0.017
248.6,0.023
292.35,0.0285
349.29,0.0266
402.18,0.0708
239.48,0.003
259.16,0.0109
386.05,0.0002
261.79,0.0623
396.34,0.0027
286.2,0.0003
263.86,0.0194
277.89,0.0799
419.59,0.004
346.31,0.0124
382.83,0.0035
253.37,0.0011
288.59,0.0947
346.61,0
396.77,0.0012
296.38,0.2415
250.2,0.007
253.2,0.0101
242.49,0.0286
271.01,0.0077
249.86,0.0083
249.2,0.049
280.88,0.1993
269.39,0.0012
296.65,0.2356
315.13,0.0007
247.52,0.0536
505.84,0.0006
264.37,0.0002
249.78,0.018
308.73,0.1291
315.92,0
263.72,0.2142
358.69,0.0001
360.97,0.0002
357.32,0
265.9,0.0715
337.39,0.2138
317.62,0.0039
359.09,0.111
291.92,0.0714
251.89,0.026
330.92,0.0003
295.28,0.2279
279.28,0.1764
352.18,0.0292
253.46,0.1509
298.42,0
329.33,0.1202
292.79,0.0001
296.32,0.0431
297.52,0.2118
300.01,0.2151
299.1,0.1265
261.9,0.054
279.17,0.1809
299.31,0.7261
294.67,0.9032
346.89,0.0176
445.6,0.0042
300.35,0.2473
277.91,0
343.4,0.3216
304.99,0.1685
358.3,0.0001
277.47,0.1702
265.13,0.1368
291.53,0.0035
342.22,0.181
332.89,0.1219
346.75,0.0048
250.95,0.0151
298.28,0.2429
301.84,0.1297
311.75,0.0059
424.49,0.3712
355.65,0.0082
468.8,0.0006
295.14,0.1866
427.73,0.0024
280.48,0.5102
348.02,0.202
313.72,0.9823
257.26,0.0394
293.38,0.0538
272.38,0.0805
358.22,0.0105
276.19,0.1335
282.38,0.0011
297.49,0.4483
301.04,0.0741
285.98,0.0033
311.91,0.7081
354.09,0.0003
255.38,0.0024
264.17,0.1254
260.24,0.1364
336.99,0.0736
325.87,0
283.19,0.3944
352.5,0.3181
247.16,0.0008
239.6,0.0056
298.63,0.0163
329.78,0
300.41,0.1188
357.75,0.2756
320.96,0.5346
352.45,0.001
298.34,0.1831
280.89,0.0051
233.18,0.004
380.21,0.0071
524.27,0.0673
312.79,0.419
410.57,0.0237
237,0.0078
280.91,0.0051
336.23,0.1192
324.17,0.0002
278.74,0.1778
275.75,0.0084
299.79,0.0762
330.89,0.0873
270.17,0.1962
293.44,0.0338
314.4,0.0072
301.23,0.139
301.92,0.1261
238.73,0.0021
304.07,0.0001
334.54,0.1165
272.73,0.1686
241.13,0.0047
300.8,0.1116
239.47,0.0025
315.1,0.001
310.64,0.8768
302.91,0.1252
317.71,0.0077
301.17,0.1674
250.29,0.0097
273.53,0.1028
294.76,0.4411
338.31,0.3594
235.94,0.0037
271.14,0.3545
329.74,0
295.91,0.2232
328.45,0
296.03,0.194
310.85,0.1096
344.91,0.0205
333.47,0
272.63,0.212
341.63,0.0596
293.48,0.1518
257.47,0.0419
268.19,0.0473
290.02,0.0082
337.81,0
305.98,0.2262
262.05,0.0269
404.38,0.0879
357.24,0.1474
279.88,0.0075
336.2,0.0111
248.57,0.0072
336.16,0.0111
269.41,0.1103
264.99,0.1586
313.77,0.0924
344.22,0.0024
283.4,0.0043
449.02,0.0001
325.11,0.1625
384.86,0.2621
322.5,0.1065
314.67,0.0009
373.51,0.1504
262.12,0.0129
265.43,0.0001
253.96,0.0072
299.26,0.251
263.83,0.0029
277.69,0.0621
277.68,0.1987
268.47,0.031
265.25,0.0028
276.01,0.0202
295.94,0.2258
330.58,0.0124
287.15,0.4781
282.93,0.0209
300.86,0.241
410.11,0.0408
362.76,0.0388
256.34,0.1008
314.62,0.083
375.12,0.0366
291.79,0.5417
317.92,0.1551
269.94,0.0758
345.6,0.3267
298.76,0.2485
400.24,0.0345
387.54,0
315.62,0.0742
237.91,0.0011
504.83,0.0016
337.05,0.1371
282.8,0.0017
368.09,0.0022
293.01,0.3085
316.65,0.3298
296.66,0.2
299.37,0.2555
274.89,0.1028
287.57,0.0836
262.83,0.0888
367.97,1.1945
229.39,0.0003
377.72,0.6728
293.84,0.2246
295.82,0.0005
298.1,0.0138
354.69,0.0203
309.89,0.0023
460.55,0.0025
290.73,0.1938
281.41,0.0051
354.24,0.2587
420.81,0.0326
280.29,0.0017
306.66,0.1248
323.37,0.1685
352.94,0.0137
306.62,0.1361
289.71,0.1343
339.24,0.6258
318.42,0.0017
301.54,0.1115
379.71,0.7648
465.87,0.0027
290.43,0.1805
294.26,0.2088
260.52,0.063
329.11,0.1439
445.36,0.0535
334.34,0.0001
319.32,0.0018
286.86,0.0157
319.02,0.0009
314.2,0.0281
310.29,0.2046
252.76,0.0671
314.97,0.1091
444.41,0.102
351.44,0.2315
273.48,0.0481
382.87,0.5618
301.45,0.149
272.15,0.0028
323.03,0
293.49,0.008
299.24,0.2551
307.23,0.2214
284.41,0.0136
334.51,0.002
269.96,0.077
298.93,0.2521
365.64,0.1595
264.1,0.0708
330.59,0
360.07,0.0436
297.26,0.2341
340.22,0.1364
308.68,0.0531
276.08,0.0118
300.69,0.1551
312.61,0.7193
271.28,0.0362
397.8,0.0031
327.59,0.1447
248.57,0.0032
446.09,0.0596
286.24,0.0265
293.65,0.3457
306.91,0.1079
275.54,0.0136
297.56,0.0527
285.52,0.0214
348.99,0.0268
277.32,0.0386
344.63,0.2354
269.51,0.1177
308.33,0.0989
304.54,0.1707
301.54,0.1208
306.96,0.1044
298.92,0.2563
279.35,0.169
413.13,0.0411
286.05,0.0004
281.01,0.0066
364.37,0.0742
301.13,0.12
275.8,0.1608
275.11,0.0109
270.87,0.0008
271.24,0.007
360.77,0.1912
371.49,0.4883
304.43,0.3725
262.95,0.0078
290.74,0.0444
276.45,0.0002
303.07,0
307.99,0.0628
323.32,0.0017
293.62,0.0186
301.13,0.1255
323.3,0
301.03,0.0286
249.29,0.028
295.61,0.2064
290.94,0.2851
263.08,0.0796
353.42,0.0029
275.99,0.0012
256.27,0.1086
257.03,0.0884
290.27,0.0001
254.31,0.079
299.5,0.2606
284.19,0.0467
279.01,0
329.74,0
314.48,0.0607
302.53,0.1171
287.81,0.0311
322.56,0.5483
300.87,0.2374
267.75,0.1612
289.08,0.0577
314.33,0.0126
270.21,0.0384
268.09,0.0213
379.58,0.0707
294.01,0.4418
303.44,0.1618
319.69,0.671
338.88,0.0057
297.03,0.2826
314.68,0.086
309.71,0.3044
331.82,0.0017
302.67,0.2369
329.6,0.0653
265.85,0.0153
342.98,0.0108
275.92,0.0657
336.5,0.014
312.21,0.4661
301.92,0.1217
317.15,0.1811
300.56,0.2244
250.81,0.0077
284.77,0.0112
323.12,0.2171
381.47,0.0021
325.6,0.0015
298.81,0.3356
277.54,0.0087
324.16,0.0018
268.21,0.177
269.18,0.0309
281.58,0.0048
388.64,0.1455
359.43,0.1709
286.47,0.0457
292.8,0.2381
329.48,0
279.57,0.237
267.76,0.2408
276.34,0.0082
313.69,0.3348
357.55,0.7339
309.42,0.1212
331.93,0.1841
261.17,0.1117
343.17,0.2764
293.42,0.2564
248.9,0.0271
304.29,0.1626
377.43,0.0635
342.28,0.0484
258.71,0.039
275.26,0.1166
280.33,0.0009
299.79,0.2052
263.3,0.0026
297.21,0.4778
315.59,0.0407
284.76,0.518
294.34,0.2828
320.01,0.0843
276.84,0.0699
316.9,0.0869
273.33,0.003
374.35,0.1452
279.27,0.0134
259.76,0.065
267.27,0.0011
311.17,0.2332
299.83,0.2265
279.5,0.0339
276.26,0.011
319.43,0.4336
302.74,0.2603
263.42,0.0216
274.75,0.0477
287.8,0.1555
280.49,0.0214
281.68,0.4004
305.96,0.0003
289.91,0.1243
333.51,0.1292
333.65,0.1295
240.6,0.0211
277.14,0.0661
388.19,0.1954
289.65,0.0014
317.99,0.0023
322.16,0.5501
436.74,0.0877
333.58,0.6213
260.93,0.0525
421.1,0.0338
301.29,0.3004
315.16,0.1375
330.55,0.3099
277.01,0.0304
386.13,0.0833
319.65,0.5677
381.55,0.1922
324.32,0.002
326.65,0.0731
271.88,0.0691
265.52,0.0014
340.66,0.0499
364.98,0.8362
425.56,0.0001
297.12,0.1777
286.06,0.0529
246.6,0.0027
292.76,0.0053
298.68,0.1854
365.68,0.0371
276.32,0.0426
277.05,0.0722
329.89,0.0411
295.94,0.2225
388.51,0.0019
337.27,0.0207
261.61,0.0595
303.3,0.0001
360.86,0.0047
275.8,0.0448
304.26,0.1052
365.85,0.0748
328.55,0
398.79,0.063
299.38,0.102
298.43,0.189
304.56,0.3762
393.13,0.1465
324.19,0.2583
346.06,0.0718
313.58,0.5043
263.91,0.0309
263.22,0.0192
371.53,0.0111
285.15,0.0901
256.26,0.1112
263.62,0.2985
275.31,0.0068
251.29,0.0386
341.76,0.2288
305.9,0.0207
440.37,0.0275
325.93,0.0318
273,0.0013
311.97,0.0437
307.83,0.0244
331.68,0.2777
256.62,0.0501
312.57,0.412
251.9,0.0352
326.03,0.338
376.64,0.0118
352.25,0.1477
376.74,0.0014
370.54,0.0164
271.83,0.0416
443.56,0.0052
294.27,0.1943
332.19,0.0002
353.42,0.0252
382.63,0.0008
299.28,0.332
341.32,0
270.36,0.0032
286,0.0342
265.18,0.0076
265.49,0.119
275.45,0.0059
283.46,0.0427
240.39,0.0234
340.66,0.0315
375.38,0.1631
300.84,0.0873
432.36,0.0001
237.06,0.0022
323.05,0.5292
421.62,0.0078
320.29,0.2898
370.02,0.1513
394.72,0.392
280.69,0.0499
470.42,0.0007
366.19,0.0025
373.04,0.0042
287.35,0.0012
295.58,0.2261
307.6,0.0482
272.71,0.123
280.43,0.0913
295.17,0.046
255.7,0.0706
259.47,0.214
260.43,0.011
299.3,0.1229
350.91,0.0013
314.33,0.0317
306.07,0.1005
302.82,0.0482
263.64,0.1124
300.56,0.0269
354.08,0.3007
275.14,0.0147
285.25,0.0382
367.72,0.0162
360.15,0.0041
281.76,0.0977
391.28,0.0062
267.12,0.3442
264.97,0.0047
320.92,0.0015
275.34,0.0005
333.07,0
283.05,0.0247
415.17,0.0366
245.24,0.017
282.15,0.0362
322.82,0.0064
302.23,0.2272
327.45,0.1004
420.53,0.0001
280.84,0.1584
305.43,0.2543
298.93,0.2189
364.77,0.0535
352.26,0.0371
302.66,0.1021
308.99,0.0924
290.43,0.0303
258.35,0.0015
329.42,0.2977
307.29,0.3673
322.61,0.0568
311.1,0.0267
289.81,0.0103
285.59,0.0452
320.62,0.0007
299.72,0.1255
322.5,0.5523
261.42,0.6436
265.31,0.0065
332.69,0.4241
395.42,0.0002
253.07,0.0068
287.34,0.559
364.87,0.0269
283.4,0.0404
313,0.2369
323.94,0.5715
270.63,0.0049
291.6,0.0291
293.11,0.003
336.51,0.4758
322.64,0
267.93,0.0265
251.8,0.0154
305.89,0.0812
385.14,0.1096
252.93,0.0186
237.16,0.0019
279.3,0.0831
304.36,0.3651
334.67,0.0001
305.85,0.0754
353.05,0.0499
388.04,0.6076
276.95,0.0485
299.22,0.002
290.47,0.1251
362.49,0.023
389.45,0.0004
279.8,0.3222
290.61,0.0146
260.48,0.0001
377.43,0.006
290.27,0.0054
322.44,0.0002
282.31,0.0009
290.43,0.2161
285.24,0.0071
461.81,0.0243
297.24,0.2422
389.73,0.5565
304.76,0.1019
259.21,0.3033
295.7,0.09
286.99,0.0356
261.19,0
300.01,0.1316
326.04,0
254.93,0.1005
389.55,0.0315
264.75,0.0068
444.01,0.0049
359.04,0.4231
271.83,0.1141
254.88,0.0339
333.97,0.179
318.52,0.1073
304.31,0.1125
309.49,0.0003
314.31,0.1913
276.85,0.0405
311.36,0.0041
365.96,0.133
323.57,0.5473
298.6,0.247
299.94,0.1226
274.72,0
332.92,0.1781
368.61,0.0321
286.04,0.1247
362.96,0.0025
474.3,0.0002
338.87,0.1371
292,0.0064
273.87,0.0697
297.94,0.3815
308.86,0.0004
320.1,0.0088
312.53,0.3936
367.15,0.2172
288.55,0.0661
278.21,0.001
295.91,0.2231
355.93,0.1783
282.78,0.075
306.73,0.2041
262.59,0.1186
312.75,0.1761
349.03,0.0806
392.28,0.1746
352.45,0.0127
322.54,0.0001
266.87,0.0145
270.2,0.07
311.01,0.1932
248.8,0.0093
341.48,0.186
259.82,0.1508
318.9,0.0068
287.52,0.0081
333.64,0.1869
383.26,0.6157
364.64,0.1623
279.93,0.3052
346.9,0.2292
346.15,0.0066
349.19,0.0137
333.64,0.1869
504.75,0.0025
324.78,0.0071
269.98,0.0046
251.67,0.0223
262.43,0.0266
418.16,0.0322
262.17,0.1488
403.66,0
382.79,0.6493
253.53,0.002
310.26,0.0105
333.7,0.0017
308.46,0.1488
274.91,0.1346
334.48,0.0162
296,0.2374
327.12,0.014
368.49,0.0008
281.2,0.0147
255.05,0.0132
463.51,0.0164
244.1,0.0091
322.13,0.3044
287.18,0.1323
281.12,0.2351
310.17,0.1924
277.09,0.1474
270,0.0532
286.49,0.0281
327.61,0.2128
266.54,0.0014
258.94,0.0857
319.43,0.3947
244.84,0.0233
245.68,0.0231
296.7,0.0424
335.78,0.0375
298.01,0.3114
311.98,0.3144
506.27,0.0005
370.52,0.0007
269.62,0.0007
338.6,0.0887
265.4,0.0178
273.45,0.0401
259.89,0.01
298.09,0.2273
280.85,0.127
363.55,0.0056
471.1,0.0245
323.7,0.4843
462.23,0.0288
300.48,0.081
266.67,0.1907
337.22,0.6831
258.24,0.1362
261.21,0.1248
320.43,0.5041
327.45,0.0556
460.54,0.0002
278.96,0.0152
324.46,0.1963
461.61,0.0415
295.26,0.0127
370.05,0.1968
320.8,0.0091
266.17,0.0032
353.97,0.0641
345.28,0.0091
312.68,0.1366
284.42,0.2533
289.54,0.0353
339.5,0.4279
374.93,0.0011
369.01,0.0001
321.13,0.0054
323.57,0.2147
317.32,0.1222
280.62,0.0333
301.53,0.003
331.5,0.0004
281.03,0.0059
247.82,0.0418
284.7,0.0045
344.36,0.0064
328.3,0.0071
305.38,0.2441
308.45,0.3897
358.45,0.0006
263.79,0.0275
265.91,0.1297
326.33,0.0987
286.45,0.0322
378.68,0.2529
291.99,0.0123
359.24,0.5269
335.1,0.1935
250.04,0.0857
352.16,0.0008
296.42,0.2236
416.68,0.0186
247.98,0.0485
326.96,0.0057
292.48,0.0077
276.51,0.004
286.71,0.1031
391.99,0.2527
316.41,0.5805
309.81,0.0007
365.17,0.1558
267.7,0.0054
280.09,0.0586
286.99,0.0052
270.06,0.1112
266.7,0.2304
286.49,0.1109
335.8,0.1807
331.59,0.0992
325.81,0
278.76,0.0061
281.79,0.0155
275.96,0.1636
285.53,0.1651
274.27,0.0375
302.93,0.2765
286.48,0.0004
392.69,0.0001
264.32,0.0302
316.23,0.0154
282.07,0.0011
259.07,0.0891
260.58,0.0003
260.09,0.2564
274.52,0.1709
317,0.5945
324.85,0.1923
285.45,0.0035
285.55,0.0075
326.27,0.0022
293.46,0.3572
276.51,0.0076
285.85,0.0061
248.07,0.008
297.43,0.5547
276.34,0.0111
261.6,0.4616
358.19,0.0059
268.99,0.0008
293.2,0.107
249.76,0.0157
312.81,0.2818
266.61,0.0055
344.2,0.1531
323.45,0.4432
320.45,0.13
321.29,0.0819
398.66,0.0914
245.72,0.0221
259.75,0.0222
256.99,0.0208
300.86,0.3223
311.9,0.4549
310.11,0.0018
268.13,0.1441
289.36,0.014
338.83,0.0085
282.29,0.2046
248.19,0.0202
265.44,0.112
320.61,0.1494
334.2,0.0022
250.02,0.0321
292.96,0.0057
254.19,0.0408
422.85,0.032
324.91,0.192
340.91,0.3046
381.17,0.1887
268.03,0.0323
372.88,0.0023
385.23,0.1965
395.68,0.2198
378.04,0.2033
239.67,0.0292
301.81,0.0608
300.6,0.1908
280.07,0.122
435.09,0.0001
339.91,0.0317
352.12,0.0008
406.91,0.0961
319.74,0.0345
292.21,0.0597
257.23,0.0476
505.45,0.0001
351.44,0.128
319.64,0.1951
306.16,0.1695
394.29,0.0018
320.76,0.6509
351.59,0.0197
437.64,0.0227
305.2,0.4592
242.76,0.029
324.55,0.0002
262.86,0.0236
390.77,0.0004
322.57,0.0815
372.25,0.2199
257.28,0.0039
500.57,0.0466
275.04,0.1037
326.7,0.0062
355.34,0.0049
266.08,0.0117
337.53,0.0522
259.36,0.4552
330.77,0.1869
324.27,0.1974
394.86,0.0594
455.36,0.1289
239.17,0.0244
286.11,0.0607
299.87,0.1982
290.79,0.3883
295.84,0.0227
276.32,0.161
303.41,0.0019
311.5,0.0008
295,0.3264
331.97,0.0983
285.15,0.0003
337.78,0.231
292.84,0.1246
363.51,0.0185
399.59,0.0038
338.79,0.1629
264.19,0.0917
255.35,0.0112
300.85,0.09
399.31,0.0002
352.67,0.3526
257.46,0.0057
268.89,0.0015
299.85,0.1673
285.39,0.0127
323.84,0.3258
328.32,0.1032
332.97,0.3885
343.64,0.33
365.57,0.0006
262.93,0.0242
358.24,0.2071
281.57,0.0049
358.77,0.0025
407.69,0.0002
368.59,0.005
284.81,0.0273
309.06,0.4031
319.17,0.1931
332.03,0.1884
297.1,0.3305
295.85,0.0099
249.08,0.0018
306.54,0.0098
274.43,0.1097
306.09,0.0507
284,0.1366
383.28,0.0216
300.72,0.0886
304.68,0.0008
258.1,0.0366
291.39,0.0094
274.62,0.0709
262.73,0.0287
301.57,0.0006
373.53,0.0018
302.57,0.5233
337.25,0.0622
321.81,0.0063
275.85,0.1579
317.62,0.2838
262.43,0.0156
331.67,0.4641
322.69,0.0243
308.67,0.3885
340.67,0.0188
306.63,0.053
318.92,0.0225
372.66,0.0011
315.55,0.006
305.22,0.2417
423.17,0.0039
303.9,0.005
267.78,0.1662
373.5,0.0818
289.77,0.022
269.77,0.0441
326.57,0.2671
274.61,0.0425
258.16,0.0074
285.24,0.1087
271.91,0.0485
321.89,0.0314
395.25,0.0039
261.77,0.043
290.63,0.1262
358.37,0.0761
270.35,0.0071
336.04,0.0442
270.1,0.0076
386.82,0.0002
342.39,0.2632
342.53,0.0001
333.55,0.011
416.7,0.0156
307.37,0.2582
295.37,0.0629
285.57,0.0253
288.71,0.2372
364.84,0.0003
383.45,0.245
363.45,0.0059
266.55,0.0042
290.56,0.1993
332.43,0.4205
265.56,0.153
378.31,0.0796
370.23,0.0006
365.72,0.0389
246.66,0.0941
306.59,0.0509
285.24,0.0071
457.42,0.0107
366.75,0.3057
317.75,0.4206
299.54,0.1209
361.96,0.007
329.82,0.0536
345.84,0.1149
324.58,0.4598
275.56,0.0275
384.45,0.0614
317.15,0.0268
502.63,0.0001
303.39,0.0053
281.35,0.0828
363.6,0.0001
381.89,0.0018
274.75,0.0092
336.93,0.6536
341.16,0.5131
302.23,0.0084
389.74,0.0053
327.23,0.3735
298.75,0.2085
