Absorption wavelength (nm), Intensity
410.32,0
354.57,0.0133
356.45,0.0019
448.52,0.0081
251.33,0.2696
276.94,0.2179
261.12,0.0032
281.8,0.0309
303.96,0.3975
404.86,0.0008
339.32,0.0003
389.86,0.0036
250.26,0.0171
336.66,0.0032
296.06,0.0388
254.17,0.0546
265.53,0.4077
289.66,0.0008
279.88,0.1932
274.51,0.1816
710.97,0.0121
332.69,0.0718
292.47,0.1659
289,0.1603
335.57,0.0045
327.34,0.7075
237.12,0.0005
384.35,0.0002
379.44,0.0028
306.03,0.015
274.66,0.0245
378.93,0.2564
324.59,0.1382
286.78,0.0097
362.99,0.3706
292.05,0.12
295.84,0.282
352.67,0.5296
354.49,0.3038
342.22,0.0115
349.76,0.6388
262.26,0.0143
244.94,0.0011
293.92,0.0269
360.78,0.0027
263.79,0.5181
288.86,0.0144
330.23,0.1682
355.31,0.0016
292.86,0.0284
302.94,0.082
325.98,0
294.64,0.1377
320.98,0.1985
309.49,0.0037
336.88,0.0028
231.55,0.0011
311.88,0.0259
343.57,0.0143
362.19,0.0003
340.62,0.0002
268.71,0.3573
270.43,0.0474
274.17,0.1214
259.73,0.0018
307.54,0.2126
269.87,0.007
343.2,0
272.23,0.0006
348.84,0
265.35,0.1166
300.45,0.0503
250.04,0.0067
298.27,0.2731
284.55,0.3516
257.97,0.0289
422.93,0.1654
253.02,0.0147
355.24,0.0046
248.89,0.09
397.39,0.4847
293.6,0.0349
444,0.003
341.9,0.046
346.19,0.0033
341.25,0.1913
271.55,0.1263
280.75,0.0042
270.48,0.0176
304.91,0.0023
221.05,0.0077
257.72,0.0421
439.62,0.0213
293.45,0.4931
413.04,0.0885
395.59,0.0532
274.92,0.0043
327.5,0.0003
387.34,0.0011
284.31,0.0522
335.95,0.698
300.01,0.2077
249.54,0.018
401.88,0.0055
265.51,0.0225
228.93,0.0009
284.14,0.018
315.01,0.1827
258.47,0.0054
303.3,0.0787
320.05,0.0058
269.71,0.0114
352.59,0.0024
302.43,0.0083
321.41,0.3809
348.89,0.3771
418.22,0.0093
265.79,0.0023
278.28,0.003
248.01,0.0086
364.41,0.0012
317.43,0.1676
261.58,0.0334
448.63,0.005
263.34,0.1243
318.11,0.0407
280.65,0.0909
375.29,0.0005
308.16,0.0296
315.66,0.0007
281.41,0.2235
329.97,0.0016
269.35,0.1652
281.93,0.0156
291.05,0.0006
254.6,0.0048
272.74,0.0027
318.83,0.2836
341.35,0.0005
250.52,0.0175
394.56,0.0074
311.64,0.2109
342.51,0.0217
343.4,0.231
296.33,0.238
196.57,0.0169
349.59,0.5628
282.58,0.1733
247.99,0.0065
317.46,0.0124
295.58,0.0176
268.85,0.3079
304.61,0.0824
468.93,0.1077
261.3,0.0005
394.84,0.3468
272.98,0.0922
297.76,0.0749
278.41,0.0024
256.66,0.0967
295.36,0.0029
388.64,0.0378
268.61,0.1794
331.97,0.0001
305.73,0.0385
295.34,0.2619
385.79,0.0009
308.17,0.0096
409.05,0.012
360.31,0.0384
426.26,0
309.45,0.2317
296.7,0.2957
289.54,0.0902
308.5,0.2161
304.82,0.0017
311.53,0.0561
333.53,0.0119
272.42,0.0677
285.25,0.0111
273.43,0.0597
573.59,0.0003
347.62,0.0277
425.09,0.0006
253.21,0.0042
345.85,0.1533
336.97,0.0539
357.78,0.0239
352.33,0.15
364.49,0.0577
315.39,0.8135
257.06,0.1987
312.29,0.5737
335.24,0.001
387.66,0.0125
285.78,0.0515
323.69,0.0001
357.78,0.0021
335.16,0.0002
351.34,0.009
289.66,0.0003
330.61,0.0008
338.14,0.0074
262.75,0.0112
373.1,0.0356
295.17,0.009
339.09,0.0003
312.91,0.0588
297.34,0.011
274.55,0.0005
289.61,0.0566
285.89,0.0317
444.8,0.0002
352.54,0.0704
310.08,0.0134
362.43,0.0245
319.48,0.4723
281.36,0.0217
267.56,0.0247
268.62,0.0046
270.99,0.2411
335.5,0.0112
300.95,0.2644
375.68,0.3497
372.4,0.9538
339.88,0.4236
259.39,0.0706
377.83,0.0017
295.09,0.1279
297.64,0.0019
387.66,0.0125
344.99,0.0004
350.05,0.152
336.92,0.0001
292.71,0.0864
364.42,0.0012
313.53,0.2538
313.14,0.0339
253.79,0.0359
255.06,0.0092
300.51,0.2141
286.83,0.0653
260.4,0.0633
366.08,0.0247
322.62,0.3276
379.14,0.0002
251.69,0.0224
271.21,0.0005
364.6,0.0006
234.2,0.0011
247.36,0.003
289.74,0.2186
272.55,0.0294
378.63,0.0361
265.17,0.0094
255.21,0.0618
285.89,0.0317
232.07,0.0351
342.18,0.3488
364.02,0.0012
262.25,0.0034
337.94,0.3168
298.76,0.2985
282.37,0.0092
252,0.005
345.93,0.0086
338.89,0
302.75,0.3768
376.59,0.0403
249.18,0.0095
335.83,0.1931
326.97,1.0755
392.9,0.008
354.54,0.6492
383.88,0.0026
299.49,0.2318
287.44,0.0486
231.82,0.004
305.09,0.1683
358.41,0.2866
348.76,0.5
241.2,0.0079
282.52,0.0012
328.68,0.0001
353.49,0.0484
250.5,0.0234
319.98,0.0141
341.47,0.0231
282.48,0.9123
271.56,0.1328
337.07,0.0124
250.7,0.0633
289.8,0.0171
249.01,0.0077
325.9,0
281.34,0.0197
348.91,0.0008
342.27,0.5526
335.24,0.0063
289.92,0.0863
290.77,0.1582
281.95,0.0648
227.32,0.0003
332.84,0.0048
241.32,0.0559
308.16,0.5716
344.03,0.0074
332.63,0.0007
331.57,0.7155
272.89,0.1768
300.21,0.0003
335.72,0.0232
348.75,0.0028
281.94,0.5464
355.93,0.0024
351.9,0.0198
261.57,0.0113
281.78,0.0829
249.5,0.0119
321.57,0.5832
325.83,0
317.79,0.0056
298.35,0.1869
245.15,0.0034
273.04,0.1417
310.96,0.0775
301.58,0.0036
298.33,0.0003
254.78,0.1224
243.46,0.0114
273.55,0.0009
252.79,0.0225
317.18,0.0068
269.69,0.043
259.46,0.0636
268.24,0.0126
321.02,0.2307
284.09,0.0973
268.54,0.0048
262.4,0.0286
336.93,0.0247
295.9,0.2673
432.07,0.1341
271.9,0.0003
245.78,0.0595
288.1,0.2078
241.19,0.0257
350.57,0.4426
381.06,0.0006
282.64,0.0057
348.35,0.0005
292.33,0.1086
242.35,0.0364
273.69,0.0705
311.55,0.1484
293.74,0.0001
284.38,0.1033
346.75,0.7581
304.59,0.0003
332.99,0.0096
252.79,0.0008
361.64,0.0416
219.34,0.0022
351.23,0.0022
370.9,0.0278
303.42,0.0788
277.35,0.2399
315.9,0.0006
323.36,0.0063
407.57,0.0246
271.31,0.0077
326.14,0.1339
283.27,0.0968
348.99,0.7697
391.04,0.2611
365.41,0.0006
387.38,0.0153
253.01,0.0331
393.56,0.145
280,0.0716
344.88,0.001
272.33,0.0256
348.27,0.1663
362.71,0.0026
247.68,0.043
234.23,0.0014
389.46,0
305.25,0.0663
348.25,0.4034
349.77,0.765
311.86,0.175
260.53,0.4216
287.36,0.0622
330.73,0.0347
267.89,0.0182
468.85,0.0054
259.11,0.0063
260.1,0.0303
272.76,0.0152
427.49,0.0001
266.46,0.0039
289.92,0.1389
341.58,0.022
399.98,0.0049
345.12,0.0002
370.57,0.1949
243.44,0.0113
312.6,0.0977
328.21,0.0001
306.19,0.0051
314.7,0.0182
348.28,0.001
274.22,0.2567
435.02,0.0237
281.09,0.0098
369.98,0.0047
293.39,0.0065
370.88,0.0038
317.31,0.5626
236.36,0.011
271.3,0.0588
255.4,0.0206
271.27,0.1381
294.09,0.0007
286.13,0.0112
267.48,0.0046
354.87,0.4542
621.77,0.0024
441.58,0.1754
318.58,0.0076
279.39,0.22
281.38,0.0008
311.39,0.2159
258.3,0.0209
264.19,0.108
347.36,0.3735
270.99,0.0306
281,0.0638
335.64,0.0214
286.71,0.0608
270.29,0.1508
275.9,0.0001
304.97,0.0353
310.47,0.1891
311.92,0.048
298.09,0.0002
295.13,0.0003
369.09,0.0099
306.56,0.0007
299.78,0.1796
264.39,0.3215
288.5,0.0256
416.34,0.0014
555.76,0.0049
306.13,0.0043
518.95,0.0451
227.68,0.0008
309.06,0.0375
253.35,0.0059
261.25,0.0227
322.89,0.0001
354.31,0
298.09,0.3036
243.13,0.0213
336.2,0.0015
330.67,0.0133
298.57,0.1957
325.42,0.0001
325.03,0.094
280.68,0.1343
266.54,0.022
329.91,0.0607
294.61,0.0191
266.76,0.0057
312.01,0.1516
292.09,0.0041
342.12,0.0142
308.77,0.1707
268.65,0.009
329.31,0.0001
244.75,0.014
329.43,0.0022
268.56,0.0025
260.52,0.0294
316.29,0.0002
489.96,0.0009
323.48,0.3304
289.58,0.319
441.22,0.0601
276.48,0.0995
266.53,0.1154
352.97,0.1582
231.57,0.0125
262.98,0.0305
297.5,0.001
246.82,0.0441
263.8,0.0262
366.34,0.0003
282.75,0.1615
320.32,0.0002
326.94,0.0073
298.11,0.0002
307.28,0.0095
298.02,0.0596
308.66,0.1258
249.25,0.17
258.68,0.0105
251.59,0.0083
325.01,0.1123
256.16,0.0028
283.85,0.0486
370.5,0.2763
276.41,0.0003
328.48,0.0008
281.69,0.2802
365.55,0.0026
258.08,0.0563
305.31,0.0051
271.55,0.2191
333.67,0.0107
340.92,0.3841
248.19,0.0471
323.04,0.3241
278.66,0.0112
270.77,0.0306
305.46,0.1827
298.72,0.0316
229.27,0.0013
1017.15,0.0368
276.87,0.2629
304.52,0.3297
245.03,0.0218
276.27,0.0061
341.29,0.0014
231.88,0.0025
294.76,0.2091
291.64,0.1431
312.7,0.0907
340.09,0.1526
302.52,0.0002
275.72,0.0119
252.61,0.0671
261.16,0.035
334.57,0.0024
259.25,0.0037
371.22,0.0098
383.04,0.0055
299.76,0.1767
253.1,0.0096
338.87,0.0012
304.73,0.2036
277.06,0.014
345.37,0.0151
288.46,0.0335
289.35,0.0327
273.11,0.2698
361.43,0.0003
283.53,0.0357
239.13,0.0243
275.45,0.2169
232.7,0.0079
268.15,0.0157
337.92,0.0118
283.96,0.101
496.87,0.0012
230.46,0.0003
286.66,0.0042
284.28,0.0521
290.89,0.0905
286.6,0.0168
267.08,0.0015
278.21,0.0138
331.16,0.0082
287.49,0.0635
296.76,0.0508
345.54,0.0013
364.16,0.0046
389,0.008
314.57,0.1318
235.84,0.0024
287.22,0.0218
335.55,0.0382
260.48,0.0053
323.94,0.003
282.52,0.1622
276.76,0.0428
283.83,0.1231
351.38,0.0342
322.43,0.4483
198.63,0.0012
267.35,0.0163
435.57,0.0012
250.43,0.0563
299.03,0.0005
300.99,0.0003
258.93,0.1661
284.01,0.0556
246.83,0.066
283.1,0.0394
323.96,0.1648
292.1,0.4604
401.57,0.0315
272.3,0.2695
419.15,0.0003
303.4,0.0773
339.68,0.0104
337.2,0.0338
350.27,0.0017
325.04,0.0002
393.68,0.0006
322.99,0.0005
423.09,0.1137
285.47,0.0013
297.87,0.309
271.54,0.0323
343.78,0
242.86,0.011
317.94,0.2977
323.02,0.0002
282.97,0.1968
346.94,0.0009
326.47,0.1631
254.77,0.0096
352.99,0.0129
344.52,0.5639
326.76,0.0096
400.28,0.0145
313.05,0.0005
279.89,0.0063
279.59,0.0282
364.86,0.0023
359.35,0.3306
239.98,0.0059
334.08,0.0729
275.86,0.0087
335.74,0.1992
260.11,0.2699
224.43,0.0012
270.79,0.0023
286.91,0.0387
624.82,0.0003
232.39,0.0016
307.88,0.2062
346.62,0.0003
296.75,0.2822
331.04,0.009
283.48,0.0211
292.46,0.0048
353.74,0.1535
293.65,0.0003
303.47,0.0378
295.7,0.1525
274.7,0.0242
331.46,0.0002
228.98,0.0003
271.96,0.2496
311.02,0.482
344.03,0.0246
373.04,0.0714
345.57,0.4578
336.11,0.1287
308.65,0.1446
257.72,0.0413
415.02,0
251.18,0.0733
316.16,0.0102
285.15,0.0001
329.76,0.1386
327.5,0.0302
270.07,0.1844
257.9,0
291.21,0.0003
310.53,0.0139
254.82,0.0188
409.6,0.1014
367.26,0.4949
309.93,0.1898
386.92,0.0016
402.77,0.0002
298.37,0.0046
288.39,0.0167
271.32,0.0313
238.88,0.0218
311.38,0.1776
326.7,0.0002
355.9,0.3052
324.02,0.005
243.3,0.0466
280.57,0.0066
303.36,0.3054
289.44,0.0427
264.87,0.0478
269.67,0.0159
299.11,0.0062
319.97,0.4518
260.36,0.0752
270.15,0.1414
487.85,0.0012
281.97,0.0001
285.4,0.0017
265.45,0.1154
313.18,0.0077
285.15,0.2424
251.91,0.0581
334.41,0.0043
271.88,0.2297
289.85,0.2085
394.41,0.0401
288.72,0.0056
284.2,0.0325
273.64,0.1165
279.28,0.1243
306.44,0.1162
303.34,0.0271
252.73,0.0022
243.89,0.0005
341.4,0.0327
260.56,0.0009
300.86,0.1658
289.01,0.4123
269.9,0.1265
323.52,0.0001
272.13,0.2472
261.97,0.0022
336.76,0.0086
343.4,0.0217
280.14,0.0955
287.51,0.0593
302.94,0.0063
296.83,0.0024
352.04,0.002
279.32,0.1193
269.31,0.0913
397.29,0.0004
279.03,0.009
304.04,0.0346
329.5,0
287.5,0.0594
300.44,0.0444
252.33,0.023
257.31,0.0029
307.97,0.3292
317.77,0.0078
289.4,0.1781
281.82,0.0089
363.59,0.0074
257.12,0.0209
330.06,0.001
294.93,0.0892
299.45,0.3332
255.16,0.0007
307.84,0.0071
332.99,0.0007
306.16,0.1711
368.43,0.0027
254.77,0.1156
257.67,0.0235
273.8,0.0015
233.92,0.0279
236.49,0.0012
299.41,0.0015
256.46,0.0004
304.65,0.1975
317.95,0.0003
307.67,0.3807
251.31,0.0402
274.23,0.0441
354.57,0.004
316.02,0.1183
340.04,0.5084
280,0.0005
360.62,0.0131
254.93,0.0017
287.9,0.109
338.08,0.0034
279.86,0.2719
368.73,0.0012
291.72,0.0021
273.56,0.2627
326.6,0.0003
349.39,0.0046
273.49,0.0946
351.08,0.0074
360.47,0.0855
307.76,0.0054
329.67,0.0001
288.79,0.1691
299.35,0.021
244.53,0.1747
294.32,0.4773
266.73,0.0396
343.17,0.02
379.28,0.0111
330.25,0.2596
323.85,0.0598
281.73,0.1771
270.21,0.0355
318.19,0.1526
324.92,0.0042
337.02,0.106
314.42,0.2061
446.77,0.0002
279.13,0.011
291.57,0.0389
323.46,0.0118
279.71,0.0066
264.77,0.0901
277.01,0.0442
332.03,0.0067
269.02,0.0137
427.81,0.0062
270.54,0.2091
271.33,0.2472
252.09,0.0112
289.89,0.438
270.76,0.3262
238.95,0.0001
262.72,0.1654
274.21,0.2118
414.46,0.0244
260.03,0.0266
332.2,0.0014
292.42,0.0081
262.48,0.0177
273.59,0.1369
276.71,0.036
244.03,0.0191
266.16,0.0057
320.04,0.0286
298.02,0.0596
276.92,0.2014
280.36,0.0566
267.47,0.0249
351.86,0.0052
235.05,0.0039
280.38,0.0008
328.05,0.0237
275.91,0.0319
344.84,0.0001
298.13,0.5065
245.19,0.0237
282.43,0.0367
383.97,0
255.38,0.0321
323.48,0.0117
337.76,0.0116
425.11,0.0071
298.12,0.2278
341.79,0.0006
270.39,0.1034
289.75,0.0027
285.8,0.0143
347.86,0.1571
290.15,0.0206
331.72,0.0028
341.59,0.012
427.79,0.0062
348.1,0.0101
280.28,0.1749
284.13,0.0195
296.58,0.127
493.06,0.0007
237.6,0.0055
247.55,0.011
341.59,0.0022
461.79,0.0077
372.53,0.0077
355.24,0.0083
272.24,0.0019
342.17,0.0659
363.63,0.0143
263.18,0.0077
234.68,0.0327
272.46,0.0013
322.83,0.1606
244.9,0.015
405.82,0.0007
276.97,0.1029
309.44,0.3423
325.36,0.0278
505.26,0.0009
233.95,0.0051
308.34,0.0944
274.16,0.2542
383,0.0004
294.23,0.0005
253.44,0.0713
327.62,0.003
288.36,0.2109
296.61,0.1301
350.08,0.0009
286.68,0.0011
304.14,0.0119
275.01,0.0812
354.17,0.0009
335.1,0.0032
311.37,0.0682
306.74,0.2496
290.02,0.0771
336.33,0.0064
283.65,0.2678
275.91,0.2355
320.5,0.0478
286.13,0.0948
362.91,0.0376
307.52,0.4573
269.22,0.2303
277.23,0.2615
348.87,0.1694
298.86,0.0015
352.88,0.0008
285.42,0.0805
277.98,0.2765
284.19,0.0325
277.77,0.0243
287.02,0.2202
333.06,0.0094
285.67,0.26
320.51,0.0478
299.07,0.2959
290.72,0.0073
265.49,0.0004
331.03,0.0125
275.73,0.024
261.99,0.0027
299.76,0.2947
372.59,0.0079
430.97,0.0004
273.33,0.2609
279.38,0.2048
333.8,0.0134
326.11,0
246.66,0.077
293.91,0.1294
369.15,0.0048
254.29,0.0006
303.37,0.5562
294.23,0.167
320.39,0.0216
308.49,0.2225
316.57,0.1806
298.83,0.033
300.15,0.2185
378.68,0.0461
266.64,0.0026
338.73,0.0002
239.32,0.0345
311.96,0.0721
372.08,0.0023
326.77,0.0004
301.85,0.0291
254.54,0.0437
369.44,0.0066
400.16,0.0031
226.31,0.0006
260.54,0.0377
282.37,0.1145
286.41,0.0809
417.78,0.0008
355.71,0
357.9,0.0588
325.66,0
262.71,0.0295
355.28,0.1511
331.16,0.0754
314.94,0.0005
263.99,0.004
345.5,0.0023
340.11,0.0254
356.06,0.0012
237.57,0.0225
334.39,0.0012
304.3,0.0123
286.71,0.1108
251.5,0.3315
321.71,0.0365
311.33,0.1981
263.56,0.0006
321.18,0.581
275.58,0.1181
271.64,0.0567
356.13,0.0088
268.61,0.0004
260.96,0.0155
325.48,0.0002
366.5,0.002
236.81,0.0214
391.99,0.0112
314.32,0.0321
396.31,0.0011
298.35,0.0136
275.66,0.0025
268.52,0.0825
253.15,0.0543
341.91,0.0137
327.18,0.0949
284.32,0.1711
285.31,0.1275
265.42,0.0037
305.83,0.2053
343.08,0.1474
339.62,0.0098
291.76,0.0503
272.62,0.0215
245.67,0.0874
385.56,0.3805
264.95,0.0069
260.03,0.0266
276.16,0.2857
285.69,0.0613
363.7,0.0008
285.26,0.1199
297.11,0.2378
272.91,0.2424
336.57,0.0031
271.88,0.216
345.63,0.0243
276.23,0.1881
310.2,0.06
292.24,0.0014
281.32,0.0233
341.01,0.1634
267.4,0.023
273.87,0.1819
328.56,0.302
246.36,0.0817
321.83,0.0055
333.61,0.0673
299.62,0.0015
286.18,0.3194
369.76,0.0009
287.73,0.0308
301.39,0.1577
290.56,0.0005
332.38,0.0074
321.2,0.0017
304.16,0.0003
275.67,0.0127
291.93,0.0154
274.56,0.107
337.61,0.0003
292.87,0.2599
307.95,0.0245
296.83,0.058
281,0.2003
277.45,0.0051
299.89,0.0418
258.67,0.0022
437.72,0.0172
273.68,0.0195
325.9,0.0358
252.02,0.0216
271.44,0.145
261.67,0.0745
414.52,0.0006
358.45,0.4192
197.45,0.0022
279.27,0.266
276.61,0.0231
310.35,0.0004
319.55,0.0353
337.77,0.0008
304.44,0.0028
256.62,0.0128
261.41,0.0556
267.03,0.0719
275.74,0.14
237.76,0.0189
345.25,0.0086
232.82,0.0068
297.73,0.1199
278.18,0.0001
307.65,0.193
355.16,0.1216
303.15,0.0033
275.45,0.2707
263.85,0.0393
273.18,0.0025
371.85,0.0007
311.32,0.0493
310.37,0.0306
444.21,0.0016
343.37,0.034
289.13,0.0031
286.8,0.3339
416.26,0.001
272.05,0.2591
342.5,0.1525
250.03,0.0227
282.05,0.007
280.97,0.0062
353.3,0.2589
242.2,0.0069
298.3,0.2801
217.67,0.0002
288.47,0.0351
239.51,0.0355
328.55,0.2976
251.44,0.0004
341.64,0.0209
330.17,0.0007
314.93,0.0237
288.24,0.1833
375.16,0
280.82,0.0048
306.73,0.0742
298.49,0.0609
346.32,0.0033
323.06,0.6559
289.24,0.6295
287.29,0.0041
327.94,0.7068
245.61,0.133
293.07,0.395
281.27,0.0003
324.47,0
245.43,0.0327
303.47,0.6274
335.62,0.7081
297.64,0.0385
327.17,0.2744
304.97,0.2784
311.24,0.0005
522.08,0.0101
517.63,0.0098
329.24,0.7401
280.87,0.6089
285.98,0.0024
281.13,0.3993
317.04,0.0002
250.23,0.0585
277.4,0.1482
324.2,0.3469
334.69,0.0713
521.45,0.0107
279.09,0.0362
327.88,0.3319
318.59,0.594
350.3,0.0318
360.92,0.0656
245.71,0.0283
396.74,0.0773
314.8,0.017
496.47,0.0019
306.79,0.2159
278.99,0.0264
306.36,0.553
325.34,0.7087
331.98,0.7122
283.53,0.0058
505.08,0.0039
326.64,0.7621
332.98,0.413
338.04,0
253.18,0.1121
310.12,1.0433
322.42,0.4682
331.55,0.711
339.83,0.0275
282.34,0.1935
324.03,0.8083
246,0.009
318.46,0.4218
267.8,0.0099
323.89,0.6768
334.63,0.0025
300.6,0.2493
320.56,0.699
299.68,0.0035
255.23,0.1038
525.98,0.057
265.11,0.0057
325.66,0.7202
359.57,0
251.72,0.022
368.33,0.0024
299.26,0.0974
313.26,0.5155
336.79,0.0457
346.09,0.9736
398.79,0.0847
279.76,0.0555
330.65,0.013
267.92,0.4247
330.01,0.5388
358.24,0.4516
392.67,0.0248
354.39,0.3737
264.73,0.6565
257.35,0.0079
318.1,0.0635
366.22,0.9042
334.48,0
331.42,0.159
345.1,0.4431
326.44,0.0195
328.31,0.0002
330.19,0.6794
333.1,0.7678
262.81,0.0513
323.11,0.6673
290.15,0.0067
274.91,0.5395
372.15,0.041
328.98,0.0032
253.25,0.0656
332.09,0.8185
296.24,0.0006
315.13,0.2392
295.74,0.6135
350.2,0.0013
298.29,0.3075
255.83,0.0061
206.64,0.0044
250.87,0.0207
290.87,0.8761
355.76,0.0001
332.36,0.0068
468.1,0.0965
304.43,0.3527
253.4,0.0005
305.33,0.0012
324.38,0.1072
238.86,0.0093
289.69,0.0022
271.61,0.2532
280.04,0.033
327.7,0.0003
338.55,0.0005
250.01,0.0692
359.09,0.0002
334.15,0.0472
359.46,0.0837
257.9,0.0238
327.44,0.0004
257.43,0.3025
321.29,0.7061
283.3,0.3963
250.04,0.0999
293.49,0.0313
268.78,0.6513
351.34,0.126
268.51,0.0255
250.4,0.2367
322.3,0.3119
332.27,0.4401
361.92,0.3837
359.13,0.0734
333.06,0.7412
276.51,0.0562
272.89,0.2778
250.74,0.0308
325.03,0
284.83,0.6497
362.53,0.5078
364.49,0.1181
336.54,0.2632
322.29,0.213
322.94,0.7212
320.05,0.0007
291.23,0.3113
264.01,0.1638
316.27,0.5762
328.05,0.6273
315.63,0.0004
340.11,0.3079
358.96,0.1933
360.1,0.2564
271.42,0.0046
297.12,0.675
255.34,0.0625
380.64,0.7414
312,0.0012
237.1,0.0045
348.31,0.0819
362.43,0.0181
257.72,0.0695
248.02,0.1303
275.34,0.6316
288.55,0.0622
234.5,0.0026
361.82,0.4118
342.38,0.5065
323.18,0
334.18,0.1546
236.86,0.0006
298.81,0.69
406.4,0
363.12,1.0471
293.87,0.2641
304.84,0.0949
359.13,0.381
318.74,0.4409
348.41,0.1572
397.84,0.3899
267.58,0.1254
331.19,0.0131
366.31,0.1855
344.24,0.0235
343.93,0.9039
296.46,0.0165
377.17,0.227
387.96,0.0004
237,0.0027
313.04,0.0104
448.04,0.0061
351.29,0.6013
329.63,0.001
387.34,0.0405
312.3,0.0032
290.83,0.0663
262.04,0.0074
308.85,0.5494
320.19,0.1897
379.04,0.6196
294.18,0.1282
322.87,0.4932
239.71,0.009
265.16,0.046
326.14,0.1354
320.26,0.0018
400.64,0.0032
349.51,0.4007
331.26,0.0359
355.42,0.3593
333.77,0.0024
437.89,0
338.09,0.0098
257.6,0.0447
286.84,0.3645
315.56,0.4192
311.39,0.07
262.7,0.65
349.84,0.6848
331.75,0.0004
333.18,0.7798
275.24,0.0175
368.41,0.1619
324.3,0
340.03,0.0023
232.7,0.0007
253.11,0.0543
361.79,0.4229
277.37,0.0462
346.56,0.5888
365.91,0.2859
394.29,0.0001
290.46,0.0681
494.8,0.0185
375.62,0.0087
336.33,0.0147
326.52,0.0014
341.36,0.0117
337.05,0.0462
266.4,0.0001
263.93,0.2511
341.17,0.0125
244.12,0.0098
329.82,0.2148
268.44,0.0068
362.33,0.4126
232.01,0.0017
366.57,0.3822
314.44,0.5527
337.28,0.0202
338.34,0.0174
326.83,0.0067
268.04,0.0035
316.15,0.4763
375.58,0.2089
369.67,0.002
324.14,0.7935
250.18,0.0096
298.9,0.2973
330.96,0.4107
333.89,0.398
363.99,0.0226
349.83,0.9602
324.92,0.034
247.31,0.0459
311,0.2406
441.15,0.0038
388.39,0.0001
373.02,0.7078
313.01,0.1726
321.31,0.0756
257.82,0.045
350.63,0.2809
474.97,0.0037
284.22,0.0933
353.29,1.3454
410.43,0.0066
248.89,0.0224
250.15,0.314
371.47,0.0034
337.33,0.0028
365.49,0.0128
334.15,0.017
341.71,0.5601
350.22,0.0135
300.18,0.1883
342.94,0.0001
326.64,0.4157
304.22,0.1346
372.46,0.3418
359.76,0.0875
315.88,0.2693
275.38,0.002
403.43,0.1331
295.02,0.0479
403.41,0.0014
447.16,0.0007
342.3,0.0015
310.87,0.4848
429.18,0.0566
332.85,0
306.88,0.0484
266.83,0.0532
275.85,0.0019
378.17,0.0025
340.56,0.0888
251.65,0.0168
310.53,0.5516
257.02,0.181
310.78,0.3083
425.09,0.9419
308.82,0.0014
248.52,0.0344
392.03,0.0115
313.09,0.0001
353.16,0.9222
302.62,0.7198
274.68,0.2263
282.76,0.1869
333.02,0.5513
309.31,0.314
402.28,0.0002
356.58,0.331
289.24,0.0002
315.11,0.184
376.61,0.0085
310.98,0.1915
375.43,0.4151
329.41,0.02
248.84,0.0488
387.15,0.0061
259.24,0.124
342.96,0.0651
251.99,0.0199
376.18,0.0017
325.08,0.1492
319.34,0.0011
208.62,0.0165
369.53,0.0346
391.34,0.0089
303.12,0.0005
277.12,0.1122
304.07,0.0057
276.83,0.0088
251.61,0.192
318.27,0.0317
357.47,0.4083
393.14,0.0539
345.24,0.002
307.78,0.0723
310.95,0.0687
249.75,0.0283
390.37,0.0012
317.96,0.0038
345.42,0.0044
389.97,0.5727
367.91,0.0015
306.38,0.0227
343.14,0.0005
336.61,0.0006
250.61,0.019
276.54,0.2778
342.69,0.5371
320.11,0.0013
340.39,0.0002
307.17,0.005
283.34,0.0355
276.02,0.0632
369.09,0.1131
320.66,0.249
376.53,0.0065
343.13,0.0013
281.97,0.131
334.57,0.5242
329.97,0.0008
412.54,0.9581
321.33,0.1505
336.88,0.0001
311.77,0.0895
332.68,0.2005
340.85,0.0094
256.16,0.0153
270.8,0.0016
253.05,0.3851
329.99,0.5282
373.67,0.0009
355.25,0.4046
236.86,0.0092
278.71,0
403.84,0.0442
300.8,0.2767
259.5,0.031
261.31,0.0353
254.06,0.0037
368.62,0.3487
344.21,0.0017
321.92,0
268.25,0.2
406.56,0.1805
392.58,0.0279
286.81,0.0205
348.59,0.0181
358.21,0.0064
250.7,0.0209
249.52,0.0374
353.8,0.6158
252.62,0.0106
371.6,0.0946
246.18,0.0458
269.87,0.0143
274.47,0.5557
257.32,0.0007
310.28,0.002
368.77,0.1874
344.91,0.0557
495.29,0.0072
301.55,0.2105
473.25,0.0079
492.15,0.0011
321.77,0.0035
316.48,0.1097
261,0.0315
265.2,0.0273
540.82,0
349.18,0.0012
332.57,0.0349
348.34,0.0146
387.32,0.0406
429.84,0.0124
239.8,0.0245
316.32,0.0419
256.64,0.0004
337.14,0.3467
443.65,0.0018
269.47,0.0018
349.54,0.003
327.99,0.0484
378.49,0.4565
400.75,0.0005
475.58,0.0329
325.42,0.701
288.62,0.0567
465.95,0.0725
346.74,0.0055
352.88,0.0038
302.48,0.1003
311.43,0.2034
328.54,0.1005
480.42,0.005
292.12,0.3083
272.28,0.1426
300.04,0.3847
321.33,0.545
308.18,0.2156
301.32,0.0052
337.31,0.047
285.31,0.0542
334.68,0.376
342.85,0.0197
272.14,0.0023
533.02,0.1189
267.51,0.1875
307.82,0.1825
342,0.1582
309.1,0.1374
350.53,0.0097
373.87,0.0011
300.89,0.0002
359.8,0.01
